timestamp,x_mean,x_std,y_mean,y_std,x_mean,z_std,dT_mean,dT_std
23-03-16_21-15-00,2.817,1.662,1.585,1.239,1.291,0.542,2000.0,89.801
23-03-16_21-15-05,3.739,0.727,1.765,0.502,1.241,0.316,2000.0,109.812
