timestamp,x_mean,x_std,y_mean,y_std,x_mean,z_std,dT_mean,dT_std
23-03-16_21-18-54,2.245,0.597,3.272,0.593,1.306,0.464,2000.0,89.754
23-03-16_21-18-59,1.936,0.372,2.242,0.436,1.192,0.337,2000.0,109.96
23-03-16_21-19-04,1.506,0.254,2.05,0.274,1.153,0.33,2000.0,89.776
23-03-16_21-19-09,1.734,0.136,2.509,0.28,1.21,0.421,2000.0,109.993
23-03-16_21-19-14,1.622,0.188,2.432,0.275,1.219,0.428,2000.0,89.768
23-03-16_21-19-19,1.17,0.66,2.293,0.397,1.049,0.308,2000.002,109.96
